,"Directory","Name","STATUS","Object_Type","Combat_Role","Textual_Description","Hud_image","Unit_Scale","Cockpit","CockpitX","CockpitY","CockpitZ","Mesh","Shield_Mesh","Rapid_Mesh","BSP_Mesh","Use_BSP","Use_Rapid","NoDamageParticles","Mass","Moment_Of_Inertia","Fuel_Capacity","Hull","Armor_Front_Top_Right","Armor_Front_Top_Left","Armor_Front_Bottom_Right","Armor_Front_Bottom_Left","Armor_Back_Top_Right","Armor_Back_Top_Left","Armor_Back_Bottom_Right","Armor_Back_Bottom_Left","Shield_Front_Top_Right","Shield_Back_Top_Left","Shield_Front_Bottom_Right","Shield_Front_Bottom_Left","Shield_Back_Top_Right","Shield_Front_Top_Left","Shield_Back_Bottom_Right","Shield_Back_Bottom_Left","Shield_Recharge","Shield_Leak","Warp_Capacitor","Primary_Capacitor","Reactor_Recharge","Jump_Drive_Present","Jump_Drive_Delay","Wormhole","Outsystem_Jump_Cost","Warp_Usage_Cost","Afterburner_Type","Afterburner_Usage_Cost","Maneuver_Yaw","Maneuver_Pitch","Maneuver_Roll","Yaw_Governor","Pitch_Governor","Roll_Governor","Afterburner_Accel","Forward_Accel","Retro_Accel","Left_Accel","Right_Accel","Top_Accel","Bottom_Accel","Afterburner_Speed_Governor","Default_Speed_Governor","ITTS","Radar_Color","Radar_Range","Tracking_Cone","Max_Cone","Lock_Cone","Hold_Volume","Can_Cloak","Cloak_Min","Cloak_Rate","Cloak_Energy","Cloak_Glass","Repair_Droid","ECM_Rating","ECM_Resist","Ecm_Drain","Hud_Functionality","Max_Hud_Functionality","Lifesupport_Functionality","Max_Lifesupport_Functionality","Comm_Functionality","Max_Comm_Functionality","FireControl_Functionality","Max_FireControl_Functionality","SPECDrive_Functionality","Max_SPECDrive_Functionality","Slide_Start","Slide_End","Activation_Accel","Activation_Speed","Upgrades","Prohibited_Upgrades","Sub_Units","Sound","Light","Mounts","Net_Comm","Dock","Cargo_Import","Cargo","Explosion","Num_Animation_Stages","Upgrade_Storage_Volume","Heat_Sink_Rating","Shield_Efficiency","Num_Chunks","Chunk_0","Collide_Subunits","Spec_Interdiction","Tractorability"
"Progeny.milspec","./vessels/Progeny","Progeny",,"Vessel","INTERCEPTOR","Shaper single-pilot interceptor","mongoose-hud.spr",1,,0,0.5,7,"{progeny.bfxm;;}","progeny_shield.bfxm",,,,,,64,64,5.17,165,65,65,65,65,45,45,45,45,420,60,100,100,,,,,42,0,25,300,40,TRUE,1,,200,20,1,4,50000,50000,50000,85,70,85,18000,15000,9000,5000,5000,5000,5000,340,340,FALSE,TRUE,300000000,5,180,10,20,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;-2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;4;2.335;-5;7;;;;;}{supernova.bmp.bfxm;-4;2.335;-5;7;;;;;}","{;;10;light medium;0.95;-2.635;12.000000;;;;;;;;;1;1}{;;10;light medium;-0.95;-2.635;12.000000;;;;;;;;;1;1}{;;32;Special Special-Missile;2.641;-.705;10;;;;;;;;;1;1}{;;32;Special Special-Missile;-2.641;-.705;10;;;;;;;;;1;1}{;;32;Special Special-Missile;1.355;-.705;10;;;;;;;;;1;1}{;;32;Special Special-Missile;-1.355;-.705;10;;;;;;;;;1;1}{;;16;Medium-Missile Light-Missile;2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}{;;16;Medium-Missile Light-Missile;-2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}",,,,"{Progeny_Milspec_Package;upgrades/Packages/Milspec;200000;1;20;218;1;1;Full-Custom Milspec Configuration;0}",,0,230,0,,,,,,"pPiI"
"Progeny.rg","./vessels/Progeny","Progeny",,"Vessel","INTERCEPTOR","Shaper single-pilot interceptor","mongoose-hud.spr",1,,0,0.5,7,"{progeny.bfxm;;}","progeny_shield.bfxm",,,,,,64,64,5.17,165,65,65,65,65,45,45,45,45,420,60,100,100,,,,,42,0,250,300,40,TRUE,1,,200,20,1,4,50000,50000,50000,85,70,85,18000,15000,9000,5000,5000,5000,5000,340,340,FALSE,TRUE,300000000,5,180,10,20,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;-2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;4;2.335;-5;7;;;;;}{supernova.bmp.bfxm;-4;2.335;-5;7;;;;;}","{Disruptor;;;light medium;0.95;-2.635;12.000000;;;;;;;;;1;1}{Disruptor;;;light medium;-0.95;-2.635;12.000000;;;;;;;;;1;1}{Swarm;125;32;Special Special-Missile;2.641;-.705;10;;;;;;;;;1;1}{Swarm;125;32;Special Special-Missile;-2.641;-.705;10;;;;;;;;;1;1}{Swarm;125;32;Special Special-Missile;1.355;-.705;10;;;;;;;;;1;1}{Swarm;125;32;Special Special-Missile;-1.355;-.705;10;;;;;;;;;1;1}{FriendOrFoe;1;16;Medium-Missile Light-Missile;2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}{FriendOrFoe;1;16;Medium-Missile Light-Missile;-2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}",,,,,,0,230,0,,,,,,"pPiI"
"Progeny.rgspec","./vessels/Progeny","Progeny",,"Vessel","INTERCEPTOR","Shaper single-pilot interceptor","mongoose-hud.spr",1,,0,0.5,7,"{progeny.bfxm;;}","progeny_shield.bfxm",,,,,,64,64,5.17,165,65,65,65,65,45,45,45,45,420,60,100,100,,,,,42,0,250,300,40,TRUE,1,,200,20,1,4,50000,50000,50000,85,70,85,18000,15000,9000,5000,5000,5000,5000,340,340,FALSE,TRUE,300000000,5,180,10,20,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;-2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;4;2.335;-5;7;;;;;}{supernova.bmp.bfxm;-4;2.335;-5;7;;;;;}","{;;10;light medium;0.95;-2.635;12.000000;;;;;;;;;1;1}{;;10;light medium;-0.95;-2.635;12.000000;;;;;;;;;1;1}{;;32;Special Special-Missile;2.641;-.705;10;;;;;;;;;1;1}{;;32;Special Special-Missile;-2.641;-.705;10;;;;;;;;;1;1}{;;32;Special Special-Missile;1.355;-.705;10;;;;;;;;;1;1}{;;32;Special Special-Missile;-1.355;-.705;10;;;;;;;;;1;1}{;;16;Medium-Missile Light-Missile;2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}{;;16;Medium-Missile Light-Missile;-2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}",,,,,,0,15,0,,,,,,"pPiI"
"Progeny.stock","./vessels/Progeny","Progeny","MANEUVOUR","Vessel","INTERCEPTOR","Shaper single-pilot interceptor","mongoose-hud.spr",1,,0,0.5,7,"{progeny.bfxm;;}","progeny_shield.bfxm",,,,,,58,58,5.17,165,1,1,1,1,1,1,1,1,75,75,75,75,,,,,4,0,325,100,15,FALSE,1,,200,120,1,4,50000,50000,50000,85,70,85,18000,15000,9000,5000,5000,5000,5000,255,255,FALSE,FALSE,300000000,4,180,25,10,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;-2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;4;2.335;-5;7;;;;;}{supernova.bmp.bfxm;-4;2.335;-5;7;;;;;}","{;;;light medium;0.95;-2.635;12.000000;;;;;;;;;1;1}{;;;light medium;-0.95;-2.635;12.000000;;;;;;;;;1;1}{;125;32;Special Special-Missile;2.641;-.705;10;;;;;;;;;1;1}{;125;32;Special Special-Missile;-2.641;-.705;10;;;;;;;;;1;1}{;125;32;Special Special-Missile;1.355;-.705;10;;;;;;;;;1;1}{;125;32;Special Special-Missile;-1.355;-.705;10;;;;;;;;;1;1}{;1;16;Medium-Missile Light-Missile;2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}{;1;16;Medium-Missile Light-Missile;-2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}",,,,"{skyscope1;upgrades/Sensors/Common;200;1;0.01;1;1;1;;0}{capacitor01;upgrades/Capacitors/Standard;200;1;2;2;1;1;;0}{reactor01;upgrades/Reactors/Standard;200;1;1;2;1;1;;0}{add_spec_capacitor01;upgrades/SPEC_Capacitors;200;1;5;4;1;1;;0}{quadshield01;upgrades/Shield_Systems/Standard_Quad_Shields;200;1;1;4;1;1;;0}",,0,230,0,,,,,,"pPiI"
"Schroedinger","./vessels/Schroedinger","Schroedinger",,"Vessel","INTERCEPTOR","The Schroedinger serves as a scout ship, lightly armed when compared to most other vessels.  As per the infamous cat, its acceleration curve and advanced ECM and stealth hardware make it difficult to discern whether its in the same state it was last seen in.","schroedinger-hud.spr",1.5,,,,12.5,"{schroedinger.bfxm;;}",,,,,,,160,160,10,194,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,360,360,360,360,,,,,100,0,360,720,120,TRUE,1,,200,40,1,4,50000,50000,50000,90,90,90,30000,30000,22000,5000,5000,5000,5000,650,650,FALSE,TRUE,300000000,5,180,10,75,1,0.3,0.1,1,FALSE,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;0;-.5;-5.5;10;;;;;}","{DisruptorBeam;;;Light Autotracking;0;3;.5;;;;;;;;;1;1}",,,,,,0,325,0,,,,,,"pPiI"
"Schroedinger.blank","./vessels/Schroedinger","Schroedinger","MANEUVOUR","Vessel","INTERCEPTOR","The Schroedinger serves as a scout ship, lightly armed when compared to most other vessels.  As per the infamous cat, its acceleration curve and advanced ECM and stealth hardware make it difficult to discern whether its in the same state it was last seen in.","schroedinger-hud.spr",1.5,,,,12.5,"{schroedinger.bfxm;;}",,,,,,,90,90,6.67,194,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,25,,,FALSE,1,,200,120,1,4,50000,50000,50000,90,90,90,30000,30000,22000,5000,5000,5000,5000,425,425,FALSE,FALSE,100000,0,0,0,15,1,0.3,0.1,1,FALSE,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;0;-.5;-5.5;10;;;;;}","{;;;Light Autotracking;0;3;.5;;;;;;;;;1;1}",,,,,,0,325,0,,,,,,"pPiI"
"Schroedinger.milspec","./vessels/Schroedinger","Schroedinger",,"Vessel","INTERCEPTOR","The Schroedinger serves as a scout ship, lightly armed when compared to most other vessels.  As per the infamous cat, its acceleration curve and advanced ECM and stealth hardware make it difficult to discern whether its in the same state it was last seen in.","schroedinger-hud.spr",1.5,,,,12.5,"{schroedinger.bfxm;;}",,,,,,,120,120,10,194,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,360,360,360,360,,,,,100,0,360,720,120,TRUE,1,,200,40,1,4,50000,50000,50000,90,90,90,30000,30000,22000,5000,5000,5000,5000,650,650,FALSE,TRUE,300000000,5,180,10,75,1,0.3,0.1,1,FALSE,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;0;-.5;-5.5;10;;;;;}","{;;5;Light Autotracking;0;3;.5;;;;;;;;;1;1}",,,,"{Schroedinger_Milspec_Package;upgrades/Packages/Milspec;200000;1;30;307;1;1;Full-Custom Milspec Configuration;0}",,0,325,0,,,,,,"pPiI"
"Schroedinger.stock","./vessels/Schroedinger","Schroedinger","MANEUVOUR","Vessel","INTERCEPTOR","The Schroedinger serves as a scout ship, lightly armed when compared to most other vessels.  As per the infamous cat, its acceleration curve and advanced ECM and stealth hardware make it difficult to discern whether its in the same state it was last seen in.","schroedinger-hud.spr",1.5,,,,12.5,"{schroedinger.bfxm;;}",,,,,,,104,104,6.67,194,1,1,1,1,1,1,1,1,75,75,75,75,,,,,4,0,325,100,15,FALSE,1,,200,120,1,4,50000,50000,50000,90,90,90,30000,30000,22000,5000,5000,5000,5000,425,425,FALSE,FALSE,300000000,4,180,25,15,1,0.3,0.1,1,FALSE,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;0;-.5;-5.5;10;;;;;}","{;;5;Light Autotracking;0;3;.5;;;;;;;;;1;1}",,,,"{skyscope1;upgrades/Sensors/Common;200;1;0.01;1;1;1;;0}{capacitor01;upgrades/Capacitors/Standard;200;1;2;2;1;1;;0}{reactor01;upgrades/Reactors/Standard;200;1;1;2;1;1;;0}{add_spec_capacitor01;upgrades/SPEC_Capacitors;200;1;5;4;1;1;;0}{quadshield01;upgrades/Shield_Systems/Standard_Quad_Shields;200;1;1;4;1;1;;0}",,0,325,0,,,,,,"pPiI"
"Shizu","./vessels/Shizu","Shizu",,"Vessel","INTERCEPTOR","The Rlaan Shizu is in many ways similar to its Confederate counterpart, the Schroedinger, meant more for reconaissance and scouting patrols than heavy combat.  Nonetheless, its twin gun mountings allow it to mount a basic defense, should it come under attack.","shizu-hud.sprite",0.64,"rlaan-cockpit.cpt",0,0,15,"{shizu.bfxm;;}",,,,,,,130,130,4.75,255,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,100,100,100,100,,,,,50,0,450,300,60,TRUE,1,,200,50,3,0,50000,50000,50000,110,110,110,12000,12000,12000,12000,12000,12000,12000,340,340,FALSE,TRUE,300000000,5,180,10,40,,0.3,0.1,60,FALSE,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;",,"{Ktek;;;Light Medium;-4.125;-4.4;0;;;;;;;;;1;1}{Ktek;;;Light Medium;4.125;-4.4;0;;;;;;;;;1;1}",,,,,"explosion_rlaan.ani",0,450,0,,,,,,"pPiI"
"Shizu.blank","./vessels/Shizu","Shizu","MANEUVOUR","Vessel","INTERCEPTOR","The Rlaan Shizu is in many ways similar to its Confederate counterpart, the Schroedinger, meant more for reconaissance and scouting patrols than heavy combat.  Nonetheless, its twin gun mountings allow it to mount a basic defense, should it come under attack.","shizu-hud.sprite",0.64,"rlaan-cockpit.cpt",0,0,15,"{shizu.bfxm;;}",,,,,,,70,70,4.75,255,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,25,,,FALSE,1,,200,120,3,0,50000,50000,50000,110,110,110,12000,12000,12000,12000,12000,12000,12000,260,260,FALSE,FALSE,100000,0,0,0,40,,0.3,0.1,60,FALSE,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;",,"{;;;Light Medium;-4.125;-4.4;0;;;;;;;;;1;1}{;;;Light Medium;4.125;-4.4;0;;;;;;;;;1;1}",,,,,"explosion_rlaan.ani",0,450,0,,,,,,"pPiI"
"Shizu.civvie","./vessels/Shizu","Shizu",,"Vessel","INTERCEPTOR","The Rlaan Shizu is in many ways similar to its Confederate counterpart, the Schroedinger, meant more for reconaissance and scouting patrols than heavy combat.  Nonetheless, its twin gun mountings allow it to mount a basic defense, should it come under attack.","shizu-hud.sprite",0.64,"rlaan-cockpit.cpt",0,0,15,"{shizu.bfxm;;}",,,,,,,130,130,4.75,255,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,50,50,50,50,,,,,50,0,450,300,60,TRUE,1,,200,50,3,0,50000,50000,50000,110,110,110,12000,12000,12000,12000,12000,12000,12000,340,340,FALSE,TRUE,300000000,5,180,10,40,,0.3,0.1,60,FALSE,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;",,,,,,,"explosion_rlaan.ani",0,450,0,,,,,,"pPiI"
"Shizu.milspec","./vessels/Shizu","Shizu",,"Vessel","INTERCEPTOR","The Rlaan Shizu is in many ways similar to its Confederate counterpart, the Schroedinger, meant more for reconaissance and scouting patrols than heavy combat.  Nonetheless, its twin gun mountings allow it to mount a basic defense, should it come under attack.","shizu-hud.sprite",0.64,"rlaan-cockpit.cpt",0,0,15,"{shizu.bfxm;;}",,,,,,,130,130,4.75,255,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,50,50,50,50,,,,,50,0,450,300,60,TRUE,1,,200,50,3,0,50000,50000,50000,110,110,110,12000,12000,12000,12000,12000,12000,12000,340,340,FALSE,TRUE,300000000,5,180,10,40,,0.3,0.1,60,FALSE,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;",,"{;;10;Light Medium;-4.125;-4.4;0;;;;;;;;;1;1}{;;10;Light Medium;4.125;-4.4;0;;;;;;;;;1;1}",,,,"{Shizu_Milspec_Package;upgrades/Packages/Milspec;200000;1;60;425;1;1;Full-Custom Milspec Configuration;0}","explosion_rlaan.ani",0,450,0,,,,,,"pPiI"
"Shizu.stock","./vessels/Shizu","Shizu","MANEUVOUR","Vessel","INTERCEPTOR","The Rlaan Shizu is in many ways similar to its Confederate counterpart, the Schroedinger, meant more for reconaissance and scouting patrols than heavy combat.  Nonetheless, its twin gun mountings allow it to mount a basic defense, should it come under attack.","shizu-hud.sprite",0.64,"rlaan-cockpit.cpt",0,0,15,"{shizu.bfxm;;}",,,,,,,84,84,4.75,255,1,1,1,1,1,1,1,1,75,75,75,75,,,,,4,0,325,100,15,FALSE,1,,200,120,3,0,50000,50000,50000,110,110,110,12000,12000,12000,12000,12000,12000,12000,260,260,FALSE,FALSE,300000000,4,180,25,40,,0.3,0.1,60,FALSE,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;",,"{;;5;Light Medium;-4.125;-4.4;0;;;;;;;;;1;1}{;;5;Light Medium;4.125;-4.4;0;;;;;;;;;1;1}",,,,"{skyscope1;upgrades/Sensors/Common;200;1;0.01;1;1;1;;0}{capacitor01;upgrades/Capacitors/Standard;200;1;2;2;1;1;;0}{reactor01;upgrades/Reactors/Standard;200;1;1;2;1;1;;0}{add_spec_capacitor01;upgrades/SPEC_Capacitors;200;1;5;4;1;1;;0}{quadshield01;upgrades/Shield_Systems/Standard_Quad_Shields;200;1;1;4;1;1;;0}","explosion_rlaan.ani",0,450,0,,,,,,"pPiI"
